GPU-fba2e42b-69c3-4a4d-54c2-1cdfa5fc2c04, 1391616, llama-server, 8400 MiB
GPU-86a0d144-cb97-1dda-b961-da021fcb1718, 969639, VLLM::EngineCore, 10784 MiB
